sample,label,F0,F1,F2,F3,F4,F5,F6,F7
F0V1F1V1F2V2LSS8,S,V1,V1,V2,V0,-0.009,0.0,0.0,0.0
F0V1F1V1F2V2LSS9,S,V1,V1,V2,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V2LSS10,S,V1,V1,V2,V0,6.0,0.0,0.0,0.0
F0V1F1V1F2V2LSS11,S,V1,V1,V2,V0,9.0,0.0,0.0,0.0
F0V1F1V1F2V2LSS12,S,V1,V1,V2,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V2LSS13,S,V1,V1,V2,V7,0.0,-0.0158,0.0,-0.0062
F0V1F1V1F2V2LSS14,S,V1,V1,V2,V0,7.0,9.0,0.0,0.0
F0V1F1V1F2V3LTS3,T,V1,V1,V3,V0,0.0,0.0,8.0,0.0
F0V1F1V1F2V3LTS4,T,V1,V1,V3,V0,0.0,6.0,0.0,0.0
F0V1F1V1F2V3LTS5,T,V1,V1,V3,V0,0.0,0.0,0.0076,0.0
F0V1F1V1F2V3LTS6,T,V1,V1,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V3LTS7,T,V1,V1,V3,V0,0.0,0.0,7.0,0.0
F0V1F1V1F2V3LTS8,T,V1,V1,V3,V0,6.0,0.0,0.0,6.0
F0V1F1V1F2V3LTS9,T,V1,V1,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V3LTS10,T,V1,V1,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V3LTS11,T,V1,V1,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V3LTS12,T,V1,V1,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V3LTS13,T,V1,V1,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V1F2V3LTS14,T,V1,V1,V3,V0,0.0,0.0,4.0,0.0
F0V1F1V1F3V1LVS3,V,V1,V1,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V1F3V1LVS4,V,V1,V1,V0,V1,0.0,0.0,0.0,9.0
F0V1F1V1F3V1LVS5,V,V1,V1,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V1F3V1LVS6,V,V1,V1,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V1F3V1LVS7,V,V1,V1,V0,V1,0.0,-0.0339,0.0,0.0
F0V1F1V1F3V1LVS8,V,V1,V1,V0,V1,0.0,0.0,5.0,0.0
F0V1F1V1F3V1LVS9,V,V1,V1,V8,V1,0.0,0.0,0.0,0.0
F0V1F1V1F3V1LVS10,V,V1,V1,V7,V1,0.0,0.0,0.0,0.0
F0V1F1V1F3V1LVS11,V,V1,V1,V0,V1,0.0,5.0023,0.0,0.0
F0V1F1V1F3V1LVS12,V,V1,V1,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V1F3V1LVS13,V,V1,V1,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V1F3V1LVS14,V,V1,V1,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS3,P,V1,V1,V0,V2,0.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS4,P,V1,V1,V0,V2,0.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS5,P,V1,V1,V0,V2,0.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS6,P,V1,V1,V0,V2,0.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS7,P,V1,V1,V0,V2,0.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS8,P,V1,V1,V0,V2,0.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS9,P,V1,V1,V0,V2,6.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS10,P,V1,V1,V0,V2,0.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS11,P,V1,V1,V0,V2,0.0,-0.0233,0.0,0.0
F0V1F1V1F3V2LPS12,P,V1,V1,V0,V2,5.0,5.0273,0.0,0.0
F0V1F1V1F3V2LPS13,P,V1,V1,V0,V2,0.0,0.0,0.0,0.0
F0V1F1V1F3V2LPS14,P,V1,V1,V0,V2,0.0,0.0,0.0,0.0
F0V1F1V1F3V3LQS3,Q,V1,V1,V9,V3,-0.0231,0.0,0.0,0.0
F0V1F1V1F3V3LQS4,Q,V1,V1,V0,V3,0.0,0.0,0.0,0.0
F0V1F1V1F3V3LQS5,Q,V1,V1,V9,V3,0.0,0.0,0.0,0.0
F0V1F1V1F3V3LQS6,Q,V1,V1,V0,V3,0.0,0.0,0.0,-0.0174
F0V1F1V1F3V3LQS7,Q,V1,V1,V0,V3,0.0,0.0,0.0,9.0124
F0V1F1V1F3V3LQS8,Q,V1,V1,V0,V3,0.0,0.0,0.0,0.0
F0V1F1V1F3V3LQS9,Q,V1,V1,V0,V3,0.0,-0.0299,0.0,0.0
F0V1F1V1F3V3LQS10,Q,V1,V1,V0,V3,0.0,0.0,0.0,0.0
F0V1F1V1F3V3LQS11,Q,V1,V1,V0,V3,0.0,0.0,0.0,0.0
F0V1F1V1F3V3LQS12,Q,V1,V1,V0,V3,0.0,0.0,0.0,0.0
F0V1F1V1F3V3LQS13,Q,V1,V1,V0,V3,0.0,0.0,0.0133,0.0
F0V1F1V1F3V3LQS14,Q,V1,V1,V0,V3,0.0,0.0,0.0,0.0
F0V1F1V1F4V1LRS3,R,V1,V1,V0,V0,1.0,8.0,0.0,0.0
F0V1F1V1F4V1LRS4,R,V1,V1,V0,V0,1.0,0.0,0.0,0.0
F0V1F1V1F4V1LRS5,R,V1,V1,V0,V0,1.0,0.0,0.0,0.005
F0V1F1V1F4V1LRS6,R,V1,V1,V0,V0,1.0,7.0,0.0,0.0
F0V1F1V1F4V1LRS7,R,V1,V1,V0,V0,1.0,0.0,0.0,0.0
F0V1F1V1F4V1LRS8,R,V1,V1,V0,V0,1.0,0.0,0.0,0.0
F0V1F1V1F4V1LRS9,R,V1,V1,V9,V7,1.0,0.0,0.0,0.0
F0V1F1V1F4V1LRS10,R,V1,V1,V0,V0,1.0,-0.0148,0.0,0.0
F0V1F1V1F4V1LRS11,R,V1,V1,V0,V0,1.0,-0.0293,0.0,9.0
F0V1F1V1F4V1LRS12,R,V1,V1,V0,V0,1.0,0.0,4.0,0.0
F0V1F1V1F4V1LRS13,R,V1,V1,V9,V0,1.0,0.0,0.0,0.0
F0V1F1V1F4V1LRS14,R,V1,V1,V4,V0,1.0,0.0,0.0,0.0
F0V1F1V1F4V2LSS3,S,V1,V1,V0,V0,2.0267,0.0,0.0,0.0
F0V1F1V1F4V2LSS4,S,V1,V1,V0,V0,2.0,0.0,0.0,0.0
F0V1F1V1F4V2LSS5,S,V1,V1,V4,V0,2.0,0.0,0.0,9.0
F0V1F1V1F4V2LSS6,S,V1,V1,V0,V0,2.0,0.0,0.0,0.0
F0V1F1V1F4V2LSS7,S,V1,V1,V0,V0,2.0,0.0,0.0,0.0
F0V1F1V1F4V2LSS8,S,V1,V1,V7,V5,2.0,0.0,0.0,0.0
F0V1F1V1F4V2LSS9,S,V1,V1,V9,V0,2.0,0.0,0.0,0.0
F0V1F1V1F4V2LSS10,S,V1,V1,V0,V0,2.0,0.0,6.0,0.0
F0V1F1V1F4V2LSS11,S,V1,V1,V0,V0,2.0,0.0,0.0,0.0
F0V1F1V1F4V2LSS12,S,V1,V1,V0,V0,2.0,0.0,0.0,0.0
F0V1F1V1F4V2LSS13,S,V1,V1,V8,V0,2.0,0.0,0.0,0.0
F0V1F1V1F4V2LSS14,S,V1,V1,V0,V0,2.0,0.0,0.0,0.0
F0V1F1V1F4V3LTS3,T,V1,V1,V0,V0,3.0,0.0,7.0,0.0
F0V1F1V1F4V3LTS4,T,V1,V1,V0,V0,3.0,0.0,0.0,0.0
F0V1F1V1F4V3LTS5,T,V1,V1,V0,V0,3.0,0.0,0.0,0.0
F0V1F1V1F4V3LTS6,T,V1,V1,V0,V0,3.0046,0.0,0.0,0.0
F0V1F1V1F4V3LTS7,T,V1,V1,V0,V0,2.9712,0.0,0.0,0.0
F0V1F1V1F4V3LTS8,T,V1,V1,V0,V0,3.0,0.0,0.0,0.0
F0V1F1V1F4V3LTS9,T,V1,V1,V0,V0,2.9952,0.0,0.0,0.0
F0V1F1V1F4V3LTS10,T,V1,V1,V0,V0,3.0,0.0,0.0,0.0
F0V1F1V1F4V3LTS11,T,V1,V1,V0,V0,3.0,0.0,0.0,0.0
F0V1F1V1F4V3LTS12,T,V1,V1,V0,V0,3.0,8.0,6.0,0.0195
F0V1F1V1F4V3LTS13,T,V1,V1,V0,V7,3.0,0.0,-0.0277,6.0
F0V1F1V1F4V3LTS14,T,V1,V1,V0,V0,3.0,0.0,0.0,0.0
F0V1F1V1F5V1LPS3,P,V1,V1,V0,V0,9.0,1.0,0.0,0.0
F0V1F1V1F5V1LPS4,P,V1,V1,V0,V0,0.0,1.0,8.0,0.0
F0V1F1V1F5V1LPS5,P,V1,V1,V0,V0,0.0302,1.0,9.0,0.0
F0V1F1V1F5V1LPS6,P,V1,V1,V0,V0,0.0,1.0,0.0,0.0
F0V1F1V1F5V1LPS7,P,V1,V1,V0,V0,4.0316,1.0,6.0,0.0
F0V1F1V1F5V1LPS8,P,V1,V1,V0,V0,0.0,1.0,0.0,0.0
F0V1F1V1F5V1LPS9,P,V1,V1,V0,V0,0.0,1.0334,0.0,0.0
F0V1F1V1F5V1LPS10,P,V1,V1,V0,V0,0.0,1.0,0.0,0.0
F0V1F1V1F5V1LPS11,P,V1,V1,V0,V4,0.0,1.0,0.0,0.0065
F0V1F1V1F5V1LPS12,P,V1,V1,V0,V0,0.0,1.0,0.0,0.0
F0V1F1V1F5V1LPS13,P,V1,V1,V0,V0,0.0,1.0,0.0,0.0
F0V1F1V1F5V1LPS14,P,V1,V1,V0,V0,0.0,1.0,0.0,0.0
F0V1F1V1F5V2LQS3,Q,V1,V1,V0,V0,0.0,2.0,0.0,0.0
F0V1F1V1F5V2LQS4,Q,V1,V1,V5,V0,0.0,2.0,0.0,6.0
F0V1F1V1F5V2LQS5,Q,V1,V1,V0,V0,0.0,2.0,0.0,-0.0129
F0V1F1V1F5V2LQS6,Q,V1,V1,V0,V0,0.0,2.0,0.0,0.0
F0V1F1V1F5V2LQS7,Q,V1,V1,V0,V0,0.0,2.0,-0.0216,0.0
F0V1F1V1F5V2LQS8,Q,V1,V1,V0,V8,0.0,2.0,0.0,0.0
F0V1F1V1F5V2LQS9,Q,V1,V1,V0,V5,0.0,2.0,0.0312,0.0
F0V1F1V1F5V2LQS10,Q,V1,V1,V0,V0,8.0,2.0,6.0,0.0
F0V1F1V1F5V2LQS11,Q,V1,V1,V0,V0,0.0,2.0,0.0,0.0
F0V1F1V1F5V2LQS12,Q,V1,V1,V0,V0,0.0,2.0,0.0,0.0
F0V1F1V1F5V2LQS13,Q,V1,V1,V0,V0,0.0,2.0295,0.0,0.0
F0V1F1V1F5V2LQS14,Q,V1,V1,V7,V0,0.0,2.0,0.0,0.0
F0V1F1V1F5V3LRS3,R,V1,V1,V0,V0,9.0269,3.0,0.0,0.0
F0V1F1V1F5V3LRS4,R,V1,V1,V0,V0,0.0,3.0,0.0,0.0
F0V1F1V1F5V3LRS5,R,V1,V1,V0,V0,0.0,3.0,0.0,0.0238
F0V1F1V1F5V3LRS6,R,V1,V1,V0,V0,4.0,3.0,0.0309,0.0
F0V1F1V1F5V3LRS7,R,V1,V1,V0,V0,0.0,3.0,0.0254,-0.001
F0V1F1V1F5V3LRS8,R,V1,V1,V0,V0,0.0,3.0,7.0,0.0
F0V1F1V1F5V3LRS9,R,V1,V1,V4,V0,0.0,3.0,0.0,-0.0369
F0V1F1V1F5V3LRS10,R,V1,V1,V6,V0,0.0,3.0,0.0,0.0
F0V1F1V1F5V3LRS11,R,V1,V1,V0,V0,0.0,3.0,0.0169,0.0
F0V1F1V1F5V3LRS12,R,V1,V1,V0,V0,0.0,3.0,0.0,-0.0207
F0V1F1V1F5V3LRS13,R,V1,V1,V0,V0,0.0,3.0,8.0,7.0
F0V1F1V1F5V3LRS14,R,V1,V1,V0,V0,0.0,3.0,0.0,0.0
F0V1F1V1F6V1LSS3,S,V1,V1,V0,V0,0.0,0.0,1.0,0.0
F0V1F1V1F6V1LSS4,S,V1,V1,V0,V0,0.0,6.0,1.0,6.0
F0V1F1V1F6V1LSS5,S,V1,V1,V0,V0,0.0,0.0,1.0,0.0
F0V1F1V1F6V1LSS6,S,V1,V1,V0,V0,0.0,0.0,1.0,0.0
F0V1F1V1F6V1LSS7,S,V1,V1,V0,V0,0.0,0.0,1.0,0.0
F0V1F1V1F6V1LSS8,S,V1,V1,V0,V0,0.0,-0.0083,1.0,0.0
F0V1F1V1F6V1LSS9,S,V1,V1,V0,V0,0.0,0.0,1.0,0.0
F0V1F1V1F6V1LSS10,S,V1,V1,V0,V0,0.0,0.0,1.0,0.0
F0V1F1V1F6V1LSS11,S,V1,V1,V0,V0,0.0,0.0,1.0,0.0
F0V1F1V1F6V1LSS12,S,V1,V1,V0,V0,0.0,0.0,1.0,0.0
F0V1F1V1F6V1LSS13,S,V1,V1,V7,V0,0.0,0.0,1.0,7.0
F0V1F1V1F6V1LSS14,S,V1,V1,V0,V8,0.0,0.0,1.0,0.0
F0V1F1V1F6V2LPS3,P,V1,V1,V0,V0,0.0,0.0,2.0,0.0
F0V1F1V1F6V2LPS4,P,V1,V1,V0,V0,0.0,0.0,2.0,0.0345
F0V1F1V1F6V2LPS5,P,V1,V1,V0,V0,0.0,0.0,2.0,-0.0238
F0V1F1V1F6V2LPS6,P,V1,V1,V0,V0,0.0,0.0,2.0,0.0
F0V1F1V1F6V2LPS7,P,V1,V1,V0,V0,0.0,0.0,2.0,4.0
F0V1F1V1F6V2LPS8,P,V1,V1,V0,V0,0.0,0.0,2.0,0.0
F0V1F1V1F6V2LPS9,P,V1,V1,V0,V0,0.0,0.0,2.0,0.0
F0V1F1V1F6V2LPS10,P,V1,V1,V0,V0,0.0,0.0,2.0,0.0
F0V1F1V1F6V2LPS11,P,V1,V1,V0,V0,0.0,0.0,2.0,0.0
F0V1F1V1F6V2LPS12,P,V1,V1,V0,V0,-0.0367,0.0,2.0,0.0
F0V1F1V1F6V2LPS13,P,V1,V1,V0,V6,0.0,-0.0281,2.0,0.0
F0V1F1V1F6V2LPS14,P,V1,V1,V0,V0,6.0,-0.0324,2.0,0.0
F0V1F1V1F6V3LQS3,Q,V1,V1,V0,V0,0.0,0.0,3.0,0.0
F0V1F1V1F6V3LQS4,Q,V1,V1,V0,V0,0.0,0.0,3.0,0.0
F0V1F1V1F6V3LQS5,Q,V1,V1,V0,V0,0.0,0.0,2.9794,0.0
F0V1F1V1F6V3LQS6,Q,V1,V1,V7,V0,0.0,0.0,3.0,0.0
F0V1F1V1F6V3LQS7,Q,V1,V1,V0,V0,9.0,0.0,3.0,6.0
F0V1F1V1F6V3LQS8,Q,V1,V1,V0,V0,0.0,0.0,3.0,0.0
F0V1F1V1F6V3LQS9,Q,V1,V1,V0,V0,0.0,0.0,3.0,0.0
F0V1F1V1F6V3LQS10,Q,V1,V1,V0,V0,0.0,0.0,3.0,0.0
F0V1F1V1F6V3LQS11,Q,V1,V1,V0,V0,0.0,0.0,3.0,0.0
F0V1F1V1F6V3LQS12,Q,V1,V1,V0,V0,0.0,0.0,3.0,0.0253
F0V1F1V1F6V3LQS13,Q,V1,V1,V0,V0,0.0,0.0,3.0,0.0
F0V1F1V1F6V3LQS14,Q,V1,V1,V0,V0,0.0,0.0,3.0,0.0
F0V1F1V1F7V1LRS3,R,V1,V1,V0,V0,0.0,0.0,0.0,1.0238
F0V1F1V1F7V1LRS4,R,V1,V1,V0,V0,0.0,0.0183,0.0,1.0
F0V1F1V1F7V1LRS5,R,V1,V1,V0,V0,0.0,0.0,0.0,1.0
F0V1F1V1F7V1LRS6,R,V1,V1,V0,V0,0.0,0.0,0.0,1.0
F0V1F1V1F7V1LRS7,R,V1,V1,V0,V0,0.0,0.0,0.0,1.0
F0V1F1V1F7V1LRS8,R,V1,V1,V0,V0,0.0,0.0,0.0,0.9772
F0V1F1V1F7V1LRS9,R,V1,V1,V0,V0,0.0,0.0,0.0,1.0
F0V1F1V1F7V1LRS10,R,V1,V1,V0,V0,0.0,0.0066,0.0,1.0
F0V1F1V1F7V1LRS11,R,V1,V1,V0,V0,0.0,0.0,0.0,1.0
F0V1F1V1F7V1LRS12,R,V1,V1,V0,V4,0.0,0.0,4.0,1.0
F0V1F1V1F7V1LRS13,R,V1,V1,V0,V0,0.0,0.0,8.0,1.0
F0V1F1V1F7V1LRS14,R,V1,V1,V0,V0,0.0106,0.0,0.0,1.0
F0V1F1V1F7V2LPS3,P,V1,V1,V0,V7,7.0,0.0,0.0,2.0
F0V1F1V1F7V2LPS4,P,V1,V1,V6,V6,0.0,0.0,0.0,2.0
F0V1F1V1F7V2LPS5,P,V1,V1,V0,V0,0.0,0.0,0.0,2.0
F0V1F1V1F7V2LPS6,P,V1,V1,V0,V8,0.0,0.0,0.0,1.9707
F0V1F1V1F7V2LPS7,P,V1,V1,V4,V0,0.0,0.0,5.0,2.0
F0V1F1V1F7V2LPS8,P,V1,V1,V0,V0,0.0,0.0,0.0,2.0
F0V1F1V1F7V2LPS9,P,V1,V1,V0,V0,0.0,0.0,0.0,2.0
F0V1F1V1F7V2LPS10,P,V1,V1,V0,V0,0.0,0.0,0.0,2.0
F0V1F1V1F7V2LPS11,P,V1,V1,V0,V0,0.0,0.0,0.0,2.0
F0V1F1V1F7V2LPS12,P,V1,V1,V0,V0,0.0,4.0,0.0,2.0
F0V1F1V1F7V2LPS13,P,V1,V1,V0,V0,0.0,0.0,7.0,2.0
F0V1F1V1F7V2LPS14,P,V1,V1,V9,V0,0.0,0.0,0.0162,2.0
F0V1F1V1F7V3LQS3,Q,V1,V1,V0,V0,0.0,0.0,8.0,3.0
F0V1F1V1F7V3LQS4,Q,V1,V1,V0,V0,0.0,0.0,0.0,3.0
F0V1F1V1F7V3LQS5,Q,V1,V1,V0,V0,0.0,7.0,-0.0309,3.0
F0V1F1V1F7V3LQS6,Q,V1,V1,V0,V0,0.0209,0.0,0.0,3.0
F0V1F1V1F7V3LQS7,Q,V1,V1,V0,V0,0.0,0.0,0.0,3.0
F0V1F1V1F7V3LQS8,Q,V1,V1,V0,V0,0.0,0.0,0.0,3.0
F0V1F1V1F7V3LQS9,Q,V1,V1,V0,V0,0.0,0.0,0.0,3.0
F0V1F1V1F7V3LQS10,Q,V1,V1,V0,V0,0.0,4.0,0.0,3.0
F0V1F1V1F7V3LQS11,Q,V1,V1,V0,V0,0.0,0.0,-0.0246,3.0
F0V1F1V1F7V3LQS12,Q,V1,V1,V0,V0,9.0,0.0,0.0,3.0
F0V1F1V1F7V3LQS13,Q,V1,V1,V8,V0,0.0,0.0,0.0,3.0
F0V1F1V1F7V3LQS14,Q,V1,V1,V0,V0,0.0,0.0,0.0,3.0
F0V1F1V2LPS3,P,V1,V2,V0,V7,0.0,0.0,0.0,0.0
F0V1F1V2LPS4,P,V1,V2,V0,V0,0.0,0.0,0.0,0.0
F0V1F1V2LPS5,P,V1,V2,V0,V0,0.0,0.0,7.0,0.0
F0V1F1V2LPS6,P,V1,V2,V0,V0,0.0,0.0,0.0,0.0
F0V1F1V2LPS7,P,V1,V2,V0,V0,0.0206,0.0,0.0,0.0
F0V1F1V2LPS8,P,V1,V2,V0,V4,0.0,0.0,0.0,0.0
F0V1F1V2LPS9,P,V1,V2,V0,V0,0.0,0.0,0.0,0.0
F0V1F1V2LPS10,P,V1,V2,V0,V0,-0.0108,0.0,0.0,-0.0227
F0V1F1V2LPS11,P,V1,V2,V0,V0,0.0,0.0,0.0,0.0
F0V1F1V2LPS12,P,V1,V2,V0,V0,0.0,0.0,0.0,0.0
F0V1F1V2LPS13,P,V1,V2,V0,V0,0.0182,0.0,0.0,0.0
F0V1F1V2LPS14,P,V1,V2,V0,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V1LVS3,V,V1,V2,V1,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V1LVS4,V,V1,V2,V1,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V1LVS5,V,V1,V2,V1,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V1LVS6,V,V1,V2,V1,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V1LVS7,V,V1,V2,V1,V0,0.0,0.0,0.0,-0.0141
F0V1F1V2F2V1LVS8,V,V1,V2,V1,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V1LVS9,V,V1,V2,V1,V0,0.0,0.0,0.0334,0.0
F0V1F1V2F2V1LVS10,V,V1,V2,V1,V0,0.0,9.0,0.0,0.0
F0V1F1V2F2V1LVS11,V,V1,V2,V1,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V1LVS12,V,V1,V2,V1,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V1LVS13,V,V1,V2,V1,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V1LVS14,V,V1,V2,V1,V0,0.0,0.0,-0.0295,0.0038
F0V1F1V2F2V2LPS3,P,V1,V2,V2,V0,0.0,0.0,0.0,7.0
F0V1F1V2F2V2LPS4,P,V1,V2,V2,V5,0.0,0.0,0.0,0.0
F0V1F1V2F2V2LPS5,P,V1,V2,V2,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V2LPS6,P,V1,V2,V2,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V2LPS7,P,V1,V2,V2,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V2LPS8,P,V1,V2,V2,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V2LPS9,P,V1,V2,V2,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V2LPS10,P,V1,V2,V2,V0,0.0075,0.0,5.0,0.0215
F0V1F1V2F2V2LPS11,P,V1,V2,V2,V0,0.0,0.0,0.0,9.0
F0V1F1V2F2V2LPS12,P,V1,V2,V2,V4,5.0,-0.0149,0.0008,0.0
F0V1F1V2F2V2LPS13,P,V1,V2,V2,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V2LPS14,P,V1,V2,V2,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V3LQS3,Q,V1,V2,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V3LQS4,Q,V1,V2,V3,V0,5.0,0.0,0.0,0.0
F0V1F1V2F2V3LQS5,Q,V1,V2,V3,V7,0.0,0.0,0.0,0.0189
F0V1F1V2F2V3LQS6,Q,V1,V2,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V3LQS7,Q,V1,V2,V3,V0,0.0,5.0,0.0,-0.0165
F0V1F1V2F2V3LQS8,Q,V1,V2,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V3LQS9,Q,V1,V2,V3,V0,-0.0222,0.0,0.0,0.0
F0V1F1V2F2V3LQS10,Q,V1,V2,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V3LQS11,Q,V1,V2,V3,V6,0.0,0.0,0.0,0.0
F0V1F1V2F2V3LQS12,Q,V1,V2,V3,V0,0.0,0.0,0.0,0.0
F0V1F1V2F2V3LQS13,Q,V1,V2,V3,V0,0.0,0.0,-0.0161,0.0
F0V1F1V2F2V3LQS14,Q,V1,V2,V3,V0,0.0,0.0,0.0051,0.0
F0V1F1V2F3V1LRS3,R,V1,V2,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V2F3V1LRS4,R,V1,V2,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V2F3V1LRS5,R,V1,V2,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V2F3V1LRS6,R,V1,V2,V0,V1,0.0,0.0017,4.0,0.0
F0V1F1V2F3V1LRS7,R,V1,V2,V8,V1,0.0,0.0,0.0,0.0
F0V1F1V2F3V1LRS8,R,V1,V2,V0,V1,0.0234,6.9721,0.0,0.0
F0V1F1V2F3V1LRS9,R,V1,V2,V0,V1,0.0,0.0,0.0,0.0
F0V1F1V2F3V1LRS10,R,V1,V2,V0,V1,0.0,0.0,8.0,0.0287
