sample,label,F0,F1,F2,F3,F4,F5,F6,F7
F0V1F1V1F3V2LPS3,P,V1,V1,V0,V2,0,0,0,0
F0V1F1V1F3V2LPS4,P,V1,V1,V0,V2,0,0,0,0
F0V1F1V1F3V2LPS5,P,V1,V1,V0,V2,0,0,0,0
F0V1F1V1F3V2LPS6,P,V1,V1,V0,V2,0,0,0,0
F0V1F1V1F3V2LPS7,P,V1,V1,V0,V2,0,0,0,0
F0V1F1V1F3V3LQS2,Q,V1,V1,V0,V3,0,0,0,0
F0V1F1V1F3V3LQS3,Q,V1,V1,V0,V3,0,0,0,0
F0V1F1V1F3V3LQS4,Q,V1,V1,V0,V3,0,0,0,0
F0V1F1V1F3V3LQS5,Q,V1,V1,V0,V3,0,0,0,0
F0V1F1V1F3V3LQS6,Q,V1,V1,V0,V3,0,0,0,0
F0V1F1V1F3V3LQS7,Q,V1,V1,V0,V3,0,0,0,0
F0V1F1V1F4V1LRS2,R,V1,V1,V0,V0,1,0,0,0
F0V1F1V1F4V1LRS3,R,V1,V1,V0,V0,1,0,0,0
F0V1F1V1F4V1LRS4,R,V1,V1,V0,V0,1,0,0,0
F0V1F1V1F4V1LRS5,R,V1,V1,V0,V0,1,0,0,0
F0V1F1V1F4V1LRS6,R,V1,V1,V0,V0,1,0,0,0
F0V1F1V1F4V1LRS7,R,V1,V1,V0,V0,1,0,0,0
F0V1F1V1F4V2LSS2,S,V1,V1,V0,V0,2,0,0,0
F0V1F1V1F4V2LSS3,S,V1,V1,V0,V0,2,0,0,0
F0V1F1V1F4V2LSS4,S,V1,V1,V0,V0,2,0,0,0
F0V1F1V1F4V2LSS5,S,V1,V1,V0,V0,2,0,0,0
F0V1F1V1F4V2LSS6,S,V1,V1,V0,V0,2,0,0,0
F0V1F1V1F4V2LSS7,S,V1,V1,V0,V0,2,0,0,0
F0V1F1V1F4V3LTS2,T,V1,V1,V0,V0,3,0,0,0
F0V1F1V1F4V3LTS3,T,V1,V1,V0,V0,3,0,0,0
F0V1F1V1F4V3LTS4,T,V1,V1,V0,V0,3,0,0,0
F0V1F1V1F4V3LTS5,T,V1,V1,V0,V0,3,0,0,0
F0V1F1V1F4V3LTS6,T,V1,V1,V0,V0,3,0,0,0
F0V1F1V1F4V3LTS7,T,V1,V1,V0,V0,3,0,0,0
F0V1F1V1F5V1LPS2,P,V1,V1,V0,V0,0,1,0,0
F0V1F1V1F5V1LPS3,P,V1,V1,V0,V0,0,1,0,0
F0V1F1V1F5V1LPS4,P,V1,V1,V0,V0,0,1,0,0
F0V1F1V1F5V1LPS5,P,V1,V1,V0,V0,0,1,0,0
F0V1F1V1F5V1LPS6,P,V1,V1,V0,V0,0,1,0,0
F0V1F1V1F5V1LPS7,P,V1,V1,V0,V0,0,1,0,0
F0V1F1V1F5V2LQS2,Q,V1,V1,V0,V0,0,2,0,0
F0V1F1V1F5V2LQS3,Q,V1,V1,V0,V0,0,2,0,0
F0V1F1V1F5V2LQS4,Q,V1,V1,V0,V0,0,2,0,0
F0V1F1V1F5V2LQS5,Q,V1,V1,V0,V0,0,2,0,0
F0V1F1V1F5V2LQS6,Q,V1,V1,V0,V0,0,2,0,0
F0V1F1V1F5V2LQS7,Q,V1,V1,V0,V0,0,2,0,0
F0V1F1V1F5V3LRS2,R,V1,V1,V0,V0,0,3,0,0
F0V1F1V1F5V3LRS3,R,V1,V1,V0,V0,0,3,0,0
F0V1F1V1F5V3LRS4,R,V1,V1,V0,V0,0,3,0,0
F0V1F1V1F5V3LRS5,R,V1,V1,V0,V0,0,3,0,0
F0V1F1V1F5V3LRS6,R,V1,V1,V0,V0,0,3,0,0
F0V1F1V1F5V3LRS7,R,V1,V1,V0,V0,0,3,0,0
F0V1F1V1F6V1LSS2,S,V1,V1,V0,V0,0,0,1,0
F0V1F1V1F6V1LSS3,S,V1,V1,V0,V0,0,0,1,0
F0V1F1V1F6V1LSS4,S,V1,V1,V0,V0,0,0,1,0
F0V1F1V1F6V1LSS5,S,V1,V1,V0,V0,0,0,1,0
F0V1F1V1F6V1LSS6,S,V1,V1,V0,V0,0,0,1,0
F0V1F1V1F6V1LSS7,S,V1,V1,V0,V0,0,0,1,0
F0V1F1V1F6V2LPS2,P,V1,V1,V0,V0,0,0,2,0
F0V1F1V1F6V2LPS3,P,V1,V1,V0,V0,0,0,2,0
F0V1F1V1F6V2LPS4,P,V1,V1,V0,V0,0,0,2,0
F0V1F1V1F6V2LPS5,P,V1,V1,V0,V0,0,0,2,0
F0V1F1V1F6V2LPS6,P,V1,V1,V0,V0,0,0,2,0
F0V1F1V1F6V2LPS7,P,V1,V1,V0,V0,0,0,2,0
F0V1F1V1F6V3LQS2,Q,V1,V1,V0,V0,0,0,3,0
F0V1F1V1F6V3LQS3,Q,V1,V1,V0,V0,0,0,3,0
F0V1F1V1F6V3LQS4,Q,V1,V1,V0,V0,0,0,3,0
F0V1F1V1F6V3LQS5,Q,V1,V1,V0,V0,0,0,3,0
F0V1F1V1F6V3LQS6,Q,V1,V1,V0,V0,0,0,3,0
F0V1F1V1F6V3LQS7,Q,V1,V1,V0,V0,0,0,3,0
F0V1F1V1F7V1LRS2,R,V1,V1,V0,V0,0,0,0,1
F0V1F1V1F7V1LRS3,R,V1,V1,V0,V0,0,0,0,1
F0V1F1V1F7V1LRS4,R,V1,V1,V0,V0,0,0,0,1
F0V1F1V1F7V1LRS5,R,V1,V1,V0,V0,0,0,0,1
F0V1F1V1F7V1LRS6,R,V1,V1,V0,V0,0,0,0,1
F0V1F1V1F7V1LRS7,R,V1,V1,V0,V0,0,0,0,1
F0V1F1V1F7V2LPS2,P,V1,V1,V0,V0,0,0,0,2
F0V1F1V1F7V2LPS3,P,V1,V1,V0,V0,0,0,0,2
F0V1F1V1F7V2LPS4,P,V1,V1,V0,V0,0,0,0,2
F0V1F1V1F7V2LPS5,P,V1,V1,V0,V0,0,0,0,2
F0V1F1V1F7V2LPS6,P,V1,V1,V0,V0,0,0,0,2
F0V1F1V1F7V2LPS7,P,V1,V1,V0,V0,0,0,0,2
F0V1F1V1F7V3LQS2,Q,V1,V1,V0,V0,0,0,0,3
F0V1F1V1F7V3LQS3,Q,V1,V1,V0,V0,0,0,0,3
F0V1F1V1F7V3LQS4,Q,V1,V1,V0,V0,0,0,0,3
F0V1F1V1F7V3LQS5,Q,V1,V1,V0,V0,0,0,0,3
F0V1F1V1F7V3LQS6,Q,V1,V1,V0,V0,0,0,0,3
F0V1F1V1F7V3LQS7,Q,V1,V1,V0,V0,0,0,0,3
F0V1F1V2LPS2,P,V1,V2,V0,V0,0,0,0,0
F0V1F1V2LPS3,P,V1,V2,V0,V0,0,0,0,0
F0V1F1V2LPS4,P,V1,V2,V0,V0,0,0,0,0
F0V1F1V2LPS5,P,V1,V2,V0,V0,0,0,0,0
F0V1F1V2LPS6,P,V1,V2,V0,V0,0,0,0,0
F0V1F1V2LPS7,P,V1,V2,V0,V0,0,0,0,0
F0V1F1V2F2V1LVS2,V,V1,V2,V1,V0,0,0,0,0
F0V1F1V2F2V1LVS3,V,V1,V2,V1,V0,0,0,0,0
F0V1F1V2F2V1LVS4,V,V1,V2,V1,V0,0,0,0,0
F0V1F1V2F2V1LVS5,V,V1,V2,V1,V0,0,0,0,0
F0V1F1V2F2V1LVS6,V,V1,V2,V1,V0,0,0,0,0
F0V1F1V2F2V1LVS7,V,V1,V2,V1,V0,0,0,0,0
F0V1F1V2F2V2LPS2,P,V1,V2,V2,V0,0,0,0,0
F0V1F1V2F2V2LPS3,P,V1,V2,V2,V0,0,0,0,0
F0V1F1V2F2V2LPS4,P,V1,V2,V2,V0,0,0,0,0
F0V1F1V2F2V2LPS5,P,V1,V2,V2,V0,0,0,0,0
F0V1F1V2F2V2LPS6,P,V1,V2,V2,V0,0,0,0,0
F0V1F1V2F2V2LPS7,P,V1,V2,V2,V0,0,0,0,0
F0V1F1V2F2V3LQS2,Q,V1,V2,V3,V0,0,0,0,0
F0V1F1V2F2V3LQS3,Q,V1,V2,V3,V0,0,0,0,0
F0V1F1V2F2V3LQS4,Q,V1,V2,V3,V0,0,0,0,0
F0V1F1V2F2V3LQS5,Q,V1,V2,V3,V0,0,0,0,0
F0V1F1V2F2V3LQS6,Q,V1,V2,V3,V0,0,0,0,0
F0V1F1V2F2V3LQS7,Q,V1,V2,V3,V0,0,0,0,0
F0V1F1V2F3V1LRS2,R,V1,V2,V0,V1,0,0,0,0
F0V1F1V2F3V1LRS3,R,V1,V2,V0,V1,0,0,0,0
F0V1F1V2F3V1LRS4,R,V1,V2,V0,V1,0,0,0,0
F0V1F1V2F3V1LRS5,R,V1,V2,V0,V1,0,0,0,0
F0V1F1V2F3V1LRS6,R,V1,V2,V0,V1,0,0,0,0
F0V1F1V2F3V1LRS7,R,V1,V2,V0,V1,0,0,0,0
F0V1F1V2F3V2LSS2,S,V1,V2,V0,V2,0,0,0,0
F0V1F1V2F3V2LSS3,S,V1,V2,V0,V2,0,0,0,0
F0V1F1V2F3V2LSS4,S,V1,V2,V0,V2,0,0,0,0
F0V1F1V2F3V2LSS5,S,V1,V2,V0,V2,0,0,0,0
F0V1F1V2F3V2LSS6,S,V1,V2,V0,V2,0,0,0,0
F0V1F1V2F3V2LSS7,S,V1,V2,V0,V2,0,0,0,0
F0V1F1V2F3V3LTS2,T,V1,V2,V0,V3,0,0,0,0
F0V1F1V2F3V3LTS3,T,V1,V2,V0,V3,0,0,0,0
F0V1F1V2F3V3LTS4,T,V1,V2,V0,V3,0,0,0,0
F0V1F1V2F3V3LTS5,T,V1,V2,V0,V3,0,0,0,0
F0V1F1V2F3V3LTS6,T,V1,V2,V0,V3,0,0,0,0
F0V1F1V2F3V3LTS7,T,V1,V2,V0,V3,0,0,0,0
F0V1F1V2F4V1LVS2,V,V1,V2,V0,V0,1,0,0,0
F0V1F1V2F4V1LVS3,V,V1,V2,V0,V0,1,0,0,0
F0V1F1V2F4V1LVS4,V,V1,V2,V0,V0,1,0,0,0
F0V1F1V2F4V1LVS5,V,V1,V2,V0,V0,1,0,0,0
F0V1F1V2F4V1LVS6,V,V1,V2,V0,V0,1,0,0,0
F0V1F1V2F4V1LVS7,V,V1,V2,V0,V0,1,0,0,0
F0V1F1V2F4V2LPS2,P,V1,V2,V0,V0,2,0,0,0
F0V1F1V2F4V2LPS3,P,V1,V2,V0,V0,2,0,0,0
F0V1F1V2F4V2LPS4,P,V1,V2,V0,V0,2,0,0,0
F0V1F1V2F4V2LPS5,P,V1,V2,V0,V0,2,0,0,0
F0V1F1V2F4V2LPS6,P,V1,V2,V0,V0,2,0,0,0
F0V1F1V2F4V2LPS7,P,V1,V2,V0,V0,2,0,0,0
F0V1F1V2F4V3LQS2,Q,V1,V2,V0,V0,3,0,0,0
F0V1F1V2F4V3LQS3,Q,V1,V2,V0,V0,3,0,0,0
F0V1F1V2F4V3LQS4,Q,V1,V2,V0,V0,3,0,0,0
F0V1F1V2F4V3LQS5,Q,V1,V2,V0,V0,3,0,0,0
F0V1F1V2F4V3LQS6,Q,V1,V2,V0,V0,3,0,0,0
F0V1F1V2F4V3LQS7,Q,V1,V2,V0,V0,3,0,0,0
F0V1F1V2F5V1LRS2,R,V1,V2,V0,V0,0,1,0,0
F0V1F1V2F5V1LRS3,R,V1,V2,V0,V0,0,1,0,0
F0V1F1V2F5V1LRS4,R,V1,V2,V0,V0,0,1,0,0
F0V1F1V2F5V1LRS5,R,V1,V2,V0,V0,0,1,0,0
F0V1F1V2F5V1LRS6,R,V1,V2,V0,V0,0,1,0,0
F0V1F1V2F5V1LRS7,R,V1,V2,V0,V0,0,1,0,0
F0V1F1V2F5V2LSS2,S,V1,V2,V0,V0,0,2,0,0
F0V1F1V2F5V2LSS3,S,V1,V2,V0,V0,0,2,0,0
F0V1F1V2F5V2LSS4,S,V1,V2,V0,V0,0,2,0,0
F0V1F1V2F5V2LSS5,S,V1,V2,V0,V0,0,2,0,0
F0V1F1V2F5V2LSS6,S,V1,V2,V0,V0,0,2,0,0
F0V1F1V2F5V2LSS7,S,V1,V2,V0,V0,0,2,0,0
F0V1F1V2F5V3LTS2,T,V1,V2,V0,V0,0,3,0,0
F0V1F1V2F5V3LTS3,T,V1,V2,V0,V0,0,3,0,0
F0V1F1V2F5V3LTS4,T,V1,V2,V0,V0,0,3,0,0
F0V1F1V2F5V3LTS5,T,V1,V2,V0,V0,0,3,0,0
F0V1F1V2F5V3LTS6,T,V1,V2,V0,V0,0,3,0,0
F0V1F1V2F5V3LTS7,T,V1,V2,V0,V0,0,3,0,0
F0V1F1V2F6V1LPS2,P,V1,V2,V0,V0,0,0,1,0
F0V1F1V2F6V1LPS3,P,V1,V2,V0,V0,0,0,1,0
F0V1F1V2F6V1LPS4,P,V1,V2,V0,V0,0,0,1,0
F0V1F1V2F6V1LPS5,P,V1,V2,V0,V0,0,0,1,0
F0V1F1V2F6V1LPS6,P,V1,V2,V0,V0,0,0,1,0
F0V1F1V2F6V1LPS7,P,V1,V2,V0,V0,0,0,1,0
F0V1F1V2F6V2LQS2,Q,V1,V2,V0,V0,0,0,2,0
F0V1F1V2F6V2LQS3,Q,V1,V2,V0,V0,0,0,2,0
F0V1F1V2F6V2LQS4,Q,V1,V2,V0,V0,0,0,2,0
F0V1F1V2F6V2LQS5,Q,V1,V2,V0,V0,0,0,2,0
F0V1F1V2F6V2LQS6,Q,V1,V2,V0,V0,0,0,2,0
F0V1F1V2F6V2LQS7,Q,V1,V2,V0,V0,0,0,2,0
F0V1F1V2F6V3LRS2,R,V1,V2,V0,V0,0,0,3,0
F0V1F1V2F6V3LRS3,R,V1,V2,V0,V0,0,0,3,0
F0V1F1V2F6V3LRS4,R,V1,V2,V0,V0,0,0,3,0
F0V1F1V2F6V3LRS5,R,V1,V2,V0,V0,0,0,3,0
F0V1F1V2F6V3LRS6,R,V1,V2,V0,V0,0,0,3,0
F0V1F1V2F6V3LRS7,R,V1,V2,V0,V0,0,0,3,0
F0V1F1V2F7V1LSS2,S,V1,V2,V0,V0,0,0,0,1
F0V1F1V2F7V1LSS3,S,V1,V2,V0,V0,0,0,0,1
F0V1F1V2F7V1LSS4,S,V1,V2,V0,V0,0,0,0,1
F0V1F1V2F7V1LSS5,S,V1,V2,V0,V0,0,0,0,1
F0V1F1V2F7V1LSS6,S,V1,V2,V0,V0,0,0,0,1
F0V1F1V2F7V1LSS7,S,V1,V2,V0,V0,0,0,0,1
F0V1F1V2F7V2LPS2,P,V1,V2,V0,V0,0,0,0,2
F0V1F1V2F7V2LPS3,P,V1,V2,V0,V0,0,0,0,2
F0V1F1V2F7V2LPS4,P,V1,V2,V0,V0,0,0,0,2
F0V1F1V2F7V2LPS5,P,V1,V2,V0,V0,0,0,0,2
F0V1F1V2F7V2LPS6,P,V1,V2,V0,V0,0,0,0,2
F0V1F1V2F7V2LPS7,P,V1,V2,V0,V0,0,0,0,2
F0V1F1V2F7V3LQS2,Q,V1,V2,V0,V0,0,0,0,3
F0V1F1V2F7V3LQS3,Q,V1,V2,V0,V0,0,0,0,3
F0V1F1V2F7V3LQS4,Q,V1,V2,V0,V0,0,0,0,3
F0V1F1V2F7V3LQS5,Q,V1,V2,V0,V0,0,0,0,3
F0V1F1V2F7V3LQS6,Q,V1,V2,V0,V0,0,0,0,3
F0V1F1V2F7V3LQS7,Q,V1,V2,V0,V0,0,0,0,3
F0V1F1V3LRS2,R,V1,V3,V0,V0,0,0,0,0
F0V1F1V3LRS3,R,V1,V3,V0,V0,0,0,0,0
F0V1F1V3LRS4,R,V1,V3,V0,V0,0,0,0,0
F0V1F1V3LRS5,R,V1,V3,V0,V0,0,0,0,0
F0V1F1V3LRS6,R,V1,V3,V0,V0,0,0,0,0
F0V1F1V3LRS7,R,V1,V3,V0,V0,0,0,0,0
F0V1F1V3F2V1LPS2,P,V1,V3,V1,V0,0,0,0,0
F0V1F1V3F2V1LPS3,P,V1,V3,V1,V0,0,0,0,0
F0V1F1V3F2V1LPS4,P,V1,V3,V1,V0,0,0,0,0
F0V1F1V3F2V1LPS5,P,V1,V3,V1,V0,0,0,0,0
F0V1F1V3F2V1LPS6,P,V1,V3,V1,V0,0,0,0,0
F0V1F1V3F2V1LPS7,P,V1,V3,V1,V0,0,0,0,0
F0V1F1V3F2V2LQS2,Q,V1,V3,V2,V0,0,0,0,0
F0V1F1V3F2V2LQS3,Q,V1,V3,V2,V0,0,0,0,0
F0V1F1V3F2V2LQS4,Q,V1,V3,V2,V0,0,0,0,0
F0V1F1V3F2V2LQS5,Q,V1,V3,V2,V0,0,0,0,0
F0V1F1V3F2V2LQS6,Q,V1,V3,V2,V0,0,0,0,0
F0V1F1V3F2V2LQS7,Q,V1,V3,V2,V0,0,0,0,0
F0V1F1V3F2V3LPS2,P,V1,V3,V3,V0,0,0,0,0
F0V1F1V3F2V3LPS3,P,V1,V3,V3,V0,0,0,0,0
F0V1F1V3F2V3LPS4,P,V1,V3,V3,V0,0,0,0,0
F0V1F1V3F2V3LPS5,P,V1,V3,V3,V0,0,0,0,0
F0V1F1V3F2V3LPS6,P,V1,V3,V3,V0,0,0,0,0
F0V1F1V3F2V3LPS7,P,V1,V3,V3,V0,0,0,0,0
F0V1F1V3F3V1LVS2,V,V1,V3,V0,V1,0,0,0,0
F0V1F1V3F3V1LVS3,V,V1,V3,V0,V1,0,0,0,0
F0V1F1V3F3V1LVS4,V,V1,V3,V0,V1,0,0,0,0
F0V1F1V3F3V1LVS5,V,V1,V3,V0,V1,0,0,0,0
F0V1F1V3F3V1LVS6,V,V1,V3,V0,V1,0,0,0,0
F0V1F1V3F3V1LVS7,V,V1,V3,V0,V1,0,0,0,0
F0V1F1V3F3V2LPS2,P,V1,V3,V0,V2,0,0,0,0
F0V1F1V3F3V2LPS3,P,V1,V3,V0,V2,0,0,0,0
F0V1F1V3F3V2LPS4,P,V1,V3,V0,V2,0,0,0,0
F0V1F1V3F3V2LPS5,P,V1,V3,V0,V2,0,0,0,0
F0V1F1V3F3V2LPS6,P,V1,V3,V0,V2,0,0,0,0
F0V1F1V3F3V2LPS7,P,V1,V3,V0,V2,0,0,0,0
F0V1F1V3F3V3LQS2,Q,V1,V3,V0,V3,0,0,0,0
F0V1F1V3F3V3LQS3,Q,V1,V3,V0,V3,0,0,0,0
F0V1F1V3F3V3LQS4,Q,V1,V3,V0,V3,0,0,0,0
F0V1F1V3F3V3LQS5,Q,V1,V3,V0,V3,0,0,0,0
F0V1F1V3F3V3LQS6,Q,V1,V3,V0,V3,0,0,0,0
F0V1F1V3F3V3LQS7,Q,V1,V3,V0,V3,0,0,0,0
F0V1F1V3F4V1LRS2,R,V1,V3,V0,V0,1,0,0,0
F0V1F1V3F4V1LRS3,R,V1,V3,V0,V0,1,0,0,0
F0V1F1V3F4V1LRS4,R,V1,V3,V0,V0,1,0,0,0
F0V1F1V3F4V1LRS5,R,V1,V3,V0,V0,1,0,0,0
F0V1F1V3F4V1LRS6,R,V1,V3,V0,V0,1,0,0,0
F0V1F1V3F4V1LRS7,R,V1,V3,V0,V0,1,0,0,0
F0V1F1V3F4V2LSS2,S,V1,V3,V0,V0,2,0,0,0
F0V1F1V3F4V2LSS3,S,V1,V3,V0,V0,2,0,0,0
F0V1F1V3F4V2LSS4,S,V1,V3,V0,V0,2,0,0,0
F0V1F1V3F4V2LSS5,S,V1,V3,V0,V0,2,0,0,0
F0V1F1V3F4V2LSS6,S,V1,V3,V0,V0,2,0,0,0
F0V1F1V3F4V2LSS7,S,V1,V3,V0,V0,2,0,0,0
F0V1F1V3F4V3LTS2,T,V1,V3,V0,V0,3,0,0,0
F0V1F1V3F4V3LTS3,T,V1,V3,V0,V0,3,0,0,0
F0V1F1V3F4V3LTS4,T,V1,V3,V0,V0,3,0,0,0
F0V1F1V3F4V3LTS5,T,V1,V3,V0,V0,3,0,0,0
F0V1F1V3F4V3LTS6,T,V1,V3,V0,V0,3,0,0,0
F0V1F1V3F4V3LTS7,T,V1,V3,V0,V0,3,0,0,0
F0V1F1V3F5V1LVS2,V,V1,V3,V0,V0,0,1,0,0
F0V1F1V3F5V1LVS3,V,V1,V3,V0,V0,0,1,0,0
F0V1F1V3F5V1LVS4,V,V1,V3,V0,V0,0,1,0,0
F0V1F1V3F5V1LVS5,V,V1,V3,V0,V0,0,1,0,0
F0V1F1V3F5V1LVS6,V,V1,V3,V0,V0,0,1,0,0
F0V1F1V3F5V1LVS7,V,V1,V3,V0,V0,0,1,0,0
F0V1F1V3F5V2LPS2,P,V1,V3,V0,V0,0,2,0,0
F0V1F1V3F5V2LPS3,P,V1,V3,V0,V0,0,2,0,0
F0V1F1V3F5V2LPS4,P,V1,V3,V0,V0,0,2,0,0
F0V1F1V3F5V2LPS5,P,V1,V3,V0,V0,0,2,0,0
F0V1F1V3F5V2LPS6,P,V1,V3,V0,V0,0,2,0,0
F0V1F1V3F5V2LPS7,P,V1,V3,V0,V0,0,2,0,0
F0V1F1V3F5V3LQS2,Q,V1,V3,V0,V0,0,3,0,0
F0V1F1V3F5V3LQS3,Q,V1,V3,V0,V0,0,3,0,0
F0V1F1V3F5V3LQS4,Q,V1,V3,V0,V0,0,3,0,0
F0V1F1V3F5V3LQS5,Q,V1,V3,V0,V0,0,3,0,0
F0V1F1V3F5V3LQS6,Q,V1,V3,V0,V0,0,3,0,0
F0V1F1V3F5V3LQS7,Q,V1,V3,V0,V0,0,3,0,0
F0V1F1V3F6V1LRS2,R,V1,V3,V0,V0,0,0,1,0
F0V1F1V3F6V1LRS3,R,V1,V3,V0,V0,0,0,1,0
F0V1F1V3F6V1LRS4,R,V1,V3,V0,V0,0,0,1,0
F0V1F1V3F6V1LRS5,R,V1,V3,V0,V0,0,0,1,0
F0V1F1V3F6V1LRS6,R,V1,V3,V0,V0,0,0,1,0
F0V1F1V3F6V1LRS7,R,V1,V3,V0,V0,0,0,1,0
F0V1F1V3F6V2LSS2,S,V1,V3,V0,V0,0,0,2,0
F0V1F1V3F6V2LSS3,S,V1,V3,V0,V0,0,0,2,0
F0V1F1V3F6V2LSS4,S,V1,V3,V0,V0,0,0,2,0
F0V1F1V3F6V2LSS5,S,V1,V3,V0,V0,0,0,2,0
F0V1F1V3F6V2LSS6,S,V1,V3,V0,V0,0,0,2,0
F0V1F1V3F6V2LSS7,S,V1,V3,V0,V0,0,0,2,0
F0V1F1V3F6V3LTS2,T,V1,V3,V0,V0,0,0,3,0
F0V1F1V3F6V3LTS3,T,V1,V3,V0,V0,0,0,3,0
F0V1F1V3F6V3LTS4,T,V1,V3,V0,V0,0,0,3,0
F0V1F1V3F6V3LTS5,T,V1,V3,V0,V0,0,0,3,0
F0V1F1V3F6V3LTS6,T,V1,V3,V0,V0,0,0,3,0
F0V1F1V3F6V3LTS7,T,V1,V3,V0,V0,0,0,3,0
F0V1F1V3F7V1LPS2,P,V1,V3,V0,V0,0,0,0,1
F0V1F1V3F7V1LPS3,P,V1,V3,V0,V0,0,0,0,1
F0V1F1V3F7V1LPS4,P,V1,V3,V0,V0,0,0,0,1
F0V1F1V3F7V1LPS5,P,V1,V3,V0,V0,0,0,0,1
F0V1F1V3F7V1LPS6,P,V1,V3,V0,V0,0,0,0,1
F0V1F1V3F7V1LPS7,P,V1,V3,V0,V0,0,0,0,1
F0V1F1V3F7V2LQS2,Q,V1,V3,V0,V0,0,0,0,2
F0V1F1V3F7V2LQS3,Q,V1,V3,V0,V0,0,0,0,2
F0V1F1V3F7V2LQS4,Q,V1,V3,V0,V0,0,0,0,2
F0V1F1V3F7V2LQS5,Q,V1,V3,V0,V0,0,0,0,2
F0V1F1V3F7V2LQS6,Q,V1,V3,V0,V0,0,0,0,2
F0V1F1V3F7V2LQS7,Q,V1,V3,V0,V0,0,0,0,2
F0V1F1V3F7V3LRS2,R,V1,V3,V0,V0,0,0,0,3
F0V1F1V3F7V3LRS3,R,V1,V3,V0,V0,0,0,0,3
F0V1F1V3F7V3LRS4,R,V1,V3,V0,V0,0,0,0,3
F0V1F1V3F7V3LRS5,R,V1,V3,V0,V0,0,0,0,3
F0V1F1V3F7V3LRS6,R,V1,V3,V0,V0,0,0,0,3
F0V1F1V3F7V3LRS7,R,V1,V3,V0,V0,0,0,0,3
F0V1F2V1LSS2,S,V1,V0,V1,V0,0,0,0,0
F0V1F2V1LSS3,S,V1,V0,V1,V0,0,0,0,0
F0V1F2V1LSS4,S,V1,V0,V1,V0,0,0,0,0
F0V1F2V1LSS5,S,V1,V0,V1,V0,0,0,0,0
F0V1F2V1LSS6,S,V1,V0,V1,V0,0,0,0,0
F0V1F2V1LSS7,S,V1,V0,V1,V0,0,0,0,0
F0V1F2V1F3V1LPS2,P,V1,V0,V1,V1,0,0,0,0
F0V1F2V1F3V1LPS3,P,V1,V0,V1,V1,0,0,0,0
F0V1F2V1F3V1LPS4,P,V1,V0,V1,V1,0,0,0,0
F0V1F2V1F3V1LPS5,P,V1,V0,V1,V1,0,0,0,0
F0V1F2V1F3V1LPS6,P,V1,V0,V1,V1,0,0,0,0
